n_bits,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256
37,-1,-0.2972972973,-0.08108108108,-0.02702702703,0.02702702703,0.08108108108,0.1351351351,0.1351351351,0.1891891892,0.2432432432,0.2432432432,0.3513513514,0.3513513514,0.3513513514,0.4594594595,0.4594594595,0.4594594595,0.5675675676,0.5675675676,0.5675675676,0.5675675676,0.5675675676,0.6756756757,0.6756756757,0.6756756757,0.7297297297,0.7837837838,0.7837837838,0.7837837838,0.7837837838,0.8378378378,0.8918918919,0.8918918919,0.8918918919,0.8918918919,0.8918918919,0.9459459459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,-1,-0.3157894737,-0.1052631579,-0.05263157895,0.05263157895,0.05263157895,0.1578947368,0.1578947368,0.1578947368,0.2631578947,0.2631578947,0.2631578947,0.3684210526,0.3684210526,0.3684210526,0.4736842105,0.4736842105,0.4736842105,0.5789473684,0.5789473684,0.5789473684,0.5789473684,0.6315789474,0.6842105263,0.6842105263,0.6842105263,0.7368421053,0.7894736842,0.7894736842,0.7894736842,0.7894736842,0.8421052632,0.8947368421,0.8947368421,0.8947368421,0.8947368421,0.8947368421,0.9473684211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,-1,-0.3333333333,-0.1282051282,-0.02564102564,0.02564102564,0.07692307692,0.1282051282,0.1794871795,0.1794871795,0.2307692308,0.2820512821,0.2820512821,0.3846153846,0.3846153846,0.3846153846,0.3846153846,0.4871794872,0.4871794872,0.4871794872,0.5897435897,0.5897435897,0.5897435897,0.5897435897,0.641025641,0.6923076923,0.6923076923,0.6923076923,0.7435897436,0.7948717949,0.7948717949,0.7948717949,0.7948717949,0.8461538462,0.8974358974,0.8974358974,0.8974358974,0.8974358974,0.8974358974,0.9487179487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,-1,-0.3,-0.1,0,0,0.1,0.1,0.2,0.2,0.2,0.25,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.65,0.7,0.7,0.7,0.75,0.8,0.8,0.8,0.8,0.85,0.9,0.9,0.9,0.9,0.9,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,-1,-0.3170731707,-0.1219512195,-0.0243902439,0.0243902439,0.07317073171,0.1219512195,0.1707317073,0.2195121951,0.2195121951,0.2195121951,0.3170731707,0.3170731707,0.3658536585,0.4146341463,0.4146341463,0.4146341463,0.4146341463,0.512195122,0.512195122,0.512195122,0.6097560976,0.6097560976,0.6097560976,0.6097560976,0.6585365854,0.7073170732,0.7073170732,0.7073170732,0.756097561,0.8048780488,0.8048780488,0.8048780488,0.8048780488,0.8536585366,0.9024390244,0.9024390244,0.9024390244,0.9024390244,0.9024390244,0.9512195122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,-1,-0.3333333333,-0.1428571429,-0.04761904762,0.04761904762,0.04761904762,0.09523809524,0.1428571429,0.1904761905,0.2380952381,0.2380952381,0.2380952381,0.3333333333,0.3333333333,0.380952381,0.4285714286,0.4285714286,0.4285714286,0.4285714286,0.5238095238,0.5238095238,0.5714285714,0.619047619,0.619047619,0.619047619,0.619047619,0.7142857143,0.7142857143,0.7142857143,0.7142857143,0.7619047619,0.8095238095,0.8095238095,0.8095238095,0.8095238095,0.8571428571,0.9047619048,0.9047619048,0.9047619048,0.9047619048,0.9047619048,0.9523809524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,-1,-0.3023255814,-0.1162790698,-0.02325581395,0.02325581395,0.06976744186,0.06976744186,0.1627906977,0.1627906977,0.2558139535,0.2558139535,0.2558139535,0.3023255814,0.3488372093,0.3488372093,0.3953488372,0.4418604651,0.4418604651,0.4418604651,0.488372093,0.5348837209,0.5348837209,0.5813953488,0.6279069767,0.6279069767,0.6279069767,0.6279069767,0.7209302326,0.7209302326,0.7209302326,0.7209302326,0.7674418605,0.8139534884,0.8139534884,0.8139534884,0.8139534884,0.8604651163,0.9069767442,0.9069767442,0.9069767442,0.9069767442,0.9069767442,0.9534883721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,-1,-0.3181818182,-0.09090909091,-0.04545454545,0,0.04545454545,0.09090909091,0.1363636364,0.1818181818,0.1818181818,0.2727272727,0.2727272727,0.2727272727,0.3181818182,0.3636363636,0.3636363636,0.4090909091,0.4545454545,0.4545454545,0.4545454545,0.5,0.5454545455,0.5454545455,0.5909090909,0.6363636364,0.6363636364,0.6363636364,0.6363636364,0.7272727273,0.7272727273,0.7272727273,0.7272727273,0.7727272727,0.8181818182,0.8181818182,0.8181818182,0.8181818182,0.8636363636,0.9090909091,0.9090909091,0.9090909091,0.9090909091,0.9090909091,0.9545454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,-1,-0.3333333333,-0.1111111111,-0.06666666667,0.02222222222,0.02222222222,0.1111111111,0.1111111111,0.1555555556,0.2,0.2444444444,0.2888888889,0.2888888889,0.2888888889,0.3777777778,0.3777777778,0.4222222222,0.4666666667,0.4666666667,0.4666666667,0.4666666667,0.5111111111,0.5555555556,0.5555555556,0.6,0.6444444444,0.6444444444,0.6444444444,0.6444444444,0.7333333333,0.7333333333,0.7333333333,0.7333333333,0.7777777778,0.8222222222,0.8222222222,0.8222222222,0.8222222222,0.8666666667,0.9111111111,0.9111111111,0.9111111111,0.9111111111,0.9111111111,0.9555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,-1,-0.3043478261,-0.1304347826,-0.04347826087,0,0.04347826087,0.08695652174,0.1304347826,0.1304347826,0.2173913043,0.2173913043,0.3043478261,0.3043478261,0.3043478261,0.3043478261,0.3913043478,0.3913043478,0.4347826087,0.4782608696,0.4782608696,0.4782608696,0.4782608696,0.5217391304,0.5652173913,0.6086956522,0.6086956522,0.652173913,0.652173913,0.652173913,0.652173913,0.7391304348,0.7391304348,0.7391304348,0.7391304348,0.7826086957,0.8260869565,0.8260869565,0.8260869565,0.8260869565,0.8695652174,0.9130434783,0.9130434783,0.9130434783,0.9130434783,0.9130434783,0.9565217391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,-1,-0.3191489362,-0.1063829787,-0.02127659574,-0.02127659574,0.02127659574,0.06382978723,0.1063829787,0.1489361702,0.1489361702,0.2340425532,0.2765957447,0.3191489362,0.3191489362,0.3191489362,0.3191489362,0.4042553191,0.4468085106,0.4468085106,0.4893617021,0.4893617021,0.4893617021,0.4893617021,0.5319148936,0.5744680851,0.6170212766,0.6170212766,0.6595744681,0.6595744681,0.6595744681,0.6595744681,0.7446808511,0.7446808511,0.7446808511,0.7446808511,0.7872340426,0.829787234,0.829787234,0.829787234,0.829787234,0.8723404255,0.914893617,0.914893617,0.914893617,0.914893617,0.914893617,0.9574468085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,-1,-0.3333333333,-0.125,0,0,0,0.08333333333,0.08333333333,0.1666666667,0.1666666667,0.25,0.25,0.2916666667,0.3333333333,0.3333333333,0.3333333333,0.375,0.4166666667,0.4583333333,0.4583333333,0.5,0.5,0.5,0.5,0.5833333333,0.5833333333,0.625,0.625,0.6666666667,0.6666666667,0.6666666667,0.7083333333,0.75,0.75,0.75,0.75,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.875,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,-1,-0.306122449,-0.1428571429,-0.02040816327,0.02040816327,0.02040816327,0.0612244898,0.1020408163,0.1836734694,0.1836734694,0.1836734694,0.2653061224,0.2653061224,0.306122449,0.3469387755,0.3469387755,0.387755102,0.4285714286,0.4693877551,0.4693877551,0.4693877551,0.5102040816,0.5102040816,0.5102040816,0.5510204082,0.5918367347,0.5918367347,0.6326530612,0.6326530612,0.6734693878,0.6734693878,0.6734693878,0.7142857143,0.7551020408,0.7551020408,0.7551020408,0.7551020408,0.8367346939,0.8367346939,0.8367346939,0.8367346939,0.8367346939,0.8775510204,0.9183673469,0.9183673469,0.9183673469,0.9183673469,0.9183673469,0.9591836735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,-1,-0.32,-0.12,-0.04,0.04,0.04,0.04,0.08,0.16,0.2,0.2,0.24,0.28,0.28,0.32,0.36,0.36,0.4,0.44,0.48,0.48,0.48,0.52,0.52,0.56,0.56,0.6,0.64,0.64,0.68,0.68,0.68,0.68,0.72,0.76,0.76,0.76,0.76,0.84,0.84,0.84,0.84,0.84,0.88,0.92,0.92,0.92,0.92,0.92,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,-1,-0.3333333333,-0.09803921569,-0.01960784314,0.01960784314,0.05882352941,0.05882352941,0.05882352941,0.137254902,0.2156862745,0.2156862745,0.2156862745,0.2549019608,0.2941176471,0.3333333333,0.3333333333,0.3725490196,0.3725490196,0.4117647059,0.4509803922,0.4901960784,0.4901960784,0.4901960784,0.5294117647,0.5294117647,0.568627451,0.568627451,0.6078431373,0.6470588235,0.6470588235,0.6862745098,0.6862745098,0.6862745098,0.6862745098,0.7254901961,0.7647058824,0.7647058824,0.7647058824,0.7647058824,0.8431372549,0.8431372549,0.8431372549,0.8431372549,0.8431372549,0.8823529412,0.9215686275,0.9215686275,0.9215686275,0.9215686275,0.9215686275,0.9607843137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,-1,-0.3076923077,-0.1153846154,-0.03846153846,0,0.03846153846,0.07692307692,0.07692307692,0.1538461538,0.1538461538,0.2307692308,0.2307692308,0.2307692308,0.3076923077,0.3076923077,0.3461538462,0.3461538462,0.3846153846,0.4230769231,0.4230769231,0.4615384615,0.5,0.5,0.5,0.5384615385,0.5769230769,0.5769230769,0.5769230769,0.6153846154,0.6538461538,0.6538461538,0.6923076923,0.6923076923,0.6923076923,0.6923076923,0.7307692308,0.7692307692,0.7692307692,0.7692307692,0.7692307692,0.8461538462,0.8461538462,0.8461538462,0.8461538462,0.8461538462,0.8846153846,0.9230769231,0.9230769231,0.9230769231,0.9230769231,0.9230769231,0.9615384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,-1,-0.320754717,-0.1320754717,-0.05660377358,0.01886792453,0.01886792453,0.09433962264,0.09433962264,0.1320754717,0.1698113208,0.2075471698,0.2452830189,0.2452830189,0.2452830189,0.320754717,0.320754717,0.358490566,0.3962264151,0.3962264151,0.4339622642,0.4716981132,0.4716981132,0.5094339623,0.5094339623,0.5094339623,0.5471698113,0.5849056604,0.5849056604,0.5849056604,0.6226415094,0.6603773585,0.6603773585,0.6981132075,0.6981132075,0.6981132075,0.6981132075,0.7358490566,0.7735849057,0.7735849057,0.7735849057,0.7735849057,0.8490566038,0.8490566038,0.8490566038,0.8490566038,0.8490566038,0.8867924528,0.9245283019,0.9245283019,0.9245283019,0.9245283019,0.9245283019,0.9622641509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,-1,-0.3333333333,-0.1111111111,-0.03703703704,0,0.03703703704,0.1111111111,0.1111111111,0.1111111111,0.1851851852,0.1851851852,0.2222222222,0.2592592593,0.2592592593,0.2592592593,0.3333333333,0.3703703704,0.3703703704,0.4074074074,0.4074074074,0.4444444444,0.4814814815,0.4814814815,0.5185185185,0.5185185185,0.5185185185,0.5555555556,0.5925925926,0.5925925926,0.5925925926,0.6296296296,0.6666666667,0.6666666667,0.7037037037,0.7037037037,0.7037037037,0.7037037037,0.7407407407,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.8518518519,0.8518518519,0.8518518519,0.8518518519,0.8518518519,0.8888888889,0.9259259259,0.9259259259,0.9259259259,0.9259259259,0.9259259259,0.962962963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,-1,-0.3090909091,-0.1272727273,-0.01818181818,-0.01818181818,0.01818181818,0.09090909091,0.1272727273,0.1272727273,0.1272727273,0.2,0.2,0.2727272727,0.2727272727,0.2727272727,0.2727272727,0.3454545455,0.3818181818,0.3818181818,0.4181818182,0.4181818182,0.4545454545,0.4909090909,0.4909090909,0.5272727273,0.5272727273,0.5272727273,0.5636363636,0.6,0.6,0.6,0.6363636364,0.6727272727,0.6727272727,0.7090909091,0.7090909091,0.7090909091,0.7090909091,0.7818181818,0.7818181818,0.7818181818,0.7818181818,0.7818181818,0.8545454545,0.8545454545,0.8545454545,0.8545454545,0.8545454545,0.8909090909,0.9272727273,0.9272727273,0.9272727273,0.9272727273,0.9272727273,0.9636363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,-1,-0.3214285714,-0.1428571429,-0.03571428571,0,0,0.07142857143,0.1428571429,0.1428571429,0.1428571429,0.1785714286,0.2142857143,0.25,0.2857142857,0.2857142857,0.2857142857,0.3571428571,0.3571428571,0.3928571429,0.3928571429,0.4285714286,0.4642857143,0.4642857143,0.5,0.5,0.5357142857,0.5357142857,0.5357142857,0.5714285714,0.6071428571,0.6071428571,0.6428571429,0.6428571429,0.6785714286,0.6785714286,0.7142857143,0.7142857143,0.7142857143,0.7142857143,0.7857142857,0.7857142857,0.7857142857,0.7857142857,0.7857142857,0.8571428571,0.8571428571,0.8571428571,0.8571428571,0.8571428571,0.8928571429,0.9285714286,0.9285714286,0.9285714286,0.9285714286,0.9285714286,0.9642857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,-1,-0.3333333333,-0.1228070175,-0.05263157895,0.01754385965,0.01754385965,0.08771929825,0.1228070175,0.1578947368,0.1578947368,0.1578947368,0.2280701754,0.2280701754,0.2631578947,0.298245614,0.298245614,0.3333333333,0.3684210526,0.3684210526,0.4035087719,0.4035087719,0.4385964912,0.4736842105,0.5087719298,0.5087719298,0.5087719298,0.5438596491,0.5438596491,0.5438596491,0.5789473684,0.6140350877,0.6140350877,0.649122807,0.649122807,0.6842105263,0.6842105263,0.7192982456,0.7192982456,0.7192982456,0.7192982456,0.7894736842,0.7894736842,0.7894736842,0.7894736842,0.7894736842,0.8596491228,0.8596491228,0.8596491228,0.8596491228,0.8596491228,0.8947368421,0.9298245614,0.9298245614,0.9298245614,0.9298245614,0.9298245614,0.9649122807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,-1,-0.3103448276,-0.1034482759,-0.03448275862,0,0.03448275862,0.06896551724,0.1034482759,0.1379310345,0.1724137931,0.1724137931,0.1724137931,0.2413793103,0.275862069,0.275862069,0.3103448276,0.3448275862,0.3448275862,0.3793103448,0.3793103448,0.4137931034,0.4137931034,0.4482758621,0.4827586207,0.5172413793,0.5172413793,0.5172413793,0.5517241379,0.5517241379,0.5517241379,0.5862068966,0.6206896552,0.6206896552,0.6551724138,0.6551724138,0.6896551724,0.6896551724,0.724137931,0.724137931,0.724137931,0.724137931,0.7931034483,0.7931034483,0.7931034483,0.7931034483,0.7931034483,0.8620689655,0.8620689655,0.8620689655,0.8620689655,0.8620689655,0.8965517241,0.9310344828,0.9310344828,0.9310344828,0.9310344828,0.9310344828,0.9655172414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,-1,-0.3220338983,-0.1186440678,-0.05084745763,-0.01694915254,0.01694915254,0.05084745763,0.1186440678,0.1186440678,0.186440678,0.186440678,0.186440678,0.186440678,0.2542372881,0.2881355932,0.2881355932,0.3220338983,0.3559322034,0.3898305085,0.3898305085,0.4237288136,0.4237288136,0.4237288136,0.4576271186,0.4915254237,0.5254237288,0.5254237288,0.5254237288,0.5593220339,0.5593220339,0.5593220339,0.593220339,0.6271186441,0.6271186441,0.6610169492,0.6949152542,0.6949152542,0.6949152542,0.7288135593,0.7288135593,0.7288135593,0.7288135593,0.7966101695,0.7966101695,0.7966101695,0.7966101695,0.8305084746,0.8644067797,0.8644067797,0.8644067797,0.8644067797,0.8644067797,0.8983050847,0.9322033898,0.9322033898,0.9322033898,0.9322033898,0.9322033898,0.9661016949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,-1,-0.3333333333,-0.1333333333,-0.06666666667,0,0,0.06666666667,0.1,0.1333333333,0.1333333333,0.2,0.2,0.2,0.2666666667,0.2666666667,0.3,0.3,0.3333333333,0.3666666667,0.4,0.4,0.4333333333,0.4333333333,0.4333333333,0.4666666667,0.5,0.5333333333,0.5333333333,0.5333333333,0.5666666667,0.5666666667,0.5666666667,0.6,0.6333333333,0.6333333333,0.6666666667,0.7,0.7,0.7,0.7333333333,0.7333333333,0.7333333333,0.7333333333,0.8,0.8,0.8,0.8,0.8333333333,0.8666666667,0.8666666667,0.8666666667,0.8666666667,0.8666666667,0.9,0.9333333333,0.9333333333,0.9333333333,0.9333333333,0.9333333333,0.9666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,-1,-0.3114754098,-0.1147540984,-0.04918032787,-0.01639344262,0.01639344262,0.04918032787,0.08196721311,0.1147540984,0.1475409836,0.2131147541,0.2131147541,0.2131147541,0.2131147541,0.2786885246,0.2786885246,0.3114754098,0.3442622951,0.3442622951,0.3770491803,0.4098360656,0.4098360656,0.4426229508,0.4426229508,0.4426229508,0.4754098361,0.5081967213,0.5409836066,0.5409836066,0.5409836066,0.5737704918,0.5737704918,0.606557377,0.606557377,0.6393442623,0.6393442623,0.6721311475,0.7049180328,0.7049180328,0.7049180328,0.737704918,0.737704918,0.737704918,0.737704918,0.8032786885,0.8032786885,0.8032786885,0.8032786885,0.8360655738,0.868852459,0.868852459,0.868852459,0.868852459,0.868852459,0.9016393443,0.9344262295,0.9344262295,0.9344262295,0.9344262295,0.9344262295,0.9672131148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
